timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,Latency
1470908291915,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908291919,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908291923,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908291928,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908291931,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908291935,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908291939,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908291944,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908291949,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908291953,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908291957,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908291961,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908291968,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908291973,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908291979,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908291984,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908291989,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908291993,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908291997,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292000,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292004,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292008,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292012,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292018,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292022,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292026,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292030,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292035,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292039,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292043,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292047,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292050,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292054,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292058,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292063,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292069,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292074,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292078,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292083,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292089,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292094,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292099,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292103,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292108,9,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,9
1470908292117,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292123,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292128,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292132,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292137,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292142,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292147,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292153,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292158,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292161,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292165,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292171,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292175,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292179,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292182,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292186,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292190,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292194,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292201,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292207,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292213,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292219,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292225,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292229,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292232,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292237,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292242,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292247,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292254,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292258,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292264,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292269,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292273,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292277,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292281,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292284,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292288,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292294,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292299,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292304,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292308,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292315,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292321,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292328,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292333,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908292340,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292346,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292352,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292357,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292364,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292370,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292378,7,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,7
1470908292387,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292394,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292400,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292405,11,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,11
1470908292417,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292423,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292429,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292435,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292441,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292447,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292452,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292456,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908292467,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292472,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292477,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292482,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292486,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292492,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292495,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292501,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908292510,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292522,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292529,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292535,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292542,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292548,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292554,12,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,12
1470908292567,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292573,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292577,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292581,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292586,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292590,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292594,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292598,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292602,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292606,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292611,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292617,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292622,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292628,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292635,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292640,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292645,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292650,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292655,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292659,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292663,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292669,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292674,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292678,6,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,6
1470908292685,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292691,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292695,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292700,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292703,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292707,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292711,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292716,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292722,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292727,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292732,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292738,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292742,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292747,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292752,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292756,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292761,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292765,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292771,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292776,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292782,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292786,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292790,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292794,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292797,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292801,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292806,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292811,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292815,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292819,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292824,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292828,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292832,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292836,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292840,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292843,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292847,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292851,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292856,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292860,3,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,3
1470908292864,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292871,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292876,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292881,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292887,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292892,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292900,8,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,8
1470908292909,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
1470908292913,5,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,5
1470908292918,4,HTTP Request,200,OK,Thread Group 1-1,text,true,18525,4
